,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v16,v17,v18,v19,v20,v21,classlabel
3323,v,g,26.67,t,1.0,b,t,160.0,0.000175,5,y,3.89,t,c,1600000.0,5777,p,0,t,f,1
3324,v,g,48.5,t,0.125,b,f,225.0,0.000425,0,u,3.54,t,m,2250000.0,0,g,0,t,f,1
3325,v,g,37.42,t,0.04,b,f,400.0,0.000204,0,u,2.19,t,W,4000000.0,5800,g,0,t,f,1
3326,n,g,18.0,t,0.21,b,f,200.0,1.65e-05,0,u,3.75,f,q,2000000.0,40,g,0,f,f,1
3327,ff,g,56.5,t,0.0,a,t,0.0,0.0016,15,u,2.23,f,j,0.0,247,g,0,t,f,1
3328,v,g,25.75,t,1.46,b,t,312.0,5e-05,5,u,3.97,t,c,3120000.0,0,g,0,t,f,1
3329,v,g,22.58,t,0.415,a,t,0.0,0.001075,5,u,5.07,t,q,0.0,560,g,0,t,f,1
3330,h,g,33.17,t,2.04,b,t,180.0,0.000304,1,y,5.35,t,c,1800000.0,18027,p,1,f,t,1
3331,h,g,32.0,t,0.04,b,f,393.0,0.000175,0,y,3.05,t,e,3930000.0,0,p,0,t,f,1
3332,h,g,40.83,t,1.75,a,f,29.0,0.001,0,u,4.36,f,q,290000.0,837,g,1,f,t,1
3333,v,g,59.67,t,0.125,b,f,260.0,0.000154,0,u,3.13,t,q,2600000.0,0,g,1,f,t,1
3334,v,g,42.5,t,3.165,b,f,52.0,0.0004915,0,y,4.58,t,W,520000.0,1442,p,0,t,f,1
3335,z,g,28.08,t,0.0,a,f,0.0,0.0015,0,y,4.14,f,e,0.0,13212,p,1,f,t,1
3336,v,g,37.75,t,0.125,a,f,228.0,0.00055,0,u,2.16,t,q,2280000.0,0,g,0,t,f,1
3337,v,g,53.92,t,8.665,b,t,0.0,0.0009625,5,u,2.18,f,e,0.0,0,g,0,t,f,1
3338,bb,g,47.67,t,15.0,b,t,0.0,2.8999999999999997e-05,20,u,2.6,f,c,0.0,15000,g,1,f,t,1
3339,v,s,23.25,t,0.835,b,f,300.0,0.0001,0,u,1.39,f,c,3000000.0,0,g,0,t,f,1
3340,h,g,22.67,t,2.585,b,f,0.0,0.000254,0,y,3.03,f,c,0.0,0,p,1,f,t,1
3341,ff,g,54.58,t,14.415,b,t,30.0,0.0009415,11,u,3.98,t,ff,300000.0,300,g,1,f,t,1
3342,h,g,34.25,t,7.415,b,f,0.0,0.0003,0,u,0.86,t,cc,0.0,0,g,0,t,f,1
3343,v,g,27.58,t,2.0,b,t,370.0,0.000204,3,y,2.42,t,aa,3700000.0,560,p,0,t,f,1
3344,j,g,46.0,t,0.0,a,f,100.0,0.0004,0,u,2.73,f,j,1000000.0,960,g,0,t,f,1
3345,v,g,60.92,t,4.0,a,t,0.0,0.0005,4,u,2.18,f,aa,0.0,99,g,1,f,t,1
3346,v,g,47.42,t,13.875,a,t,519.0,0.0003,2,u,4.39,t,x,5190000.0,1704,g,1,f,t,1
3347,h,g,37.33,t,4.25,b,t,93.0,0.00065,12,u,3.54,t,m,930000.0,0,g,0,t,f,1
3348,v,g,20.42,t,1.585,a,t,0.0,8.35e-05,1,u,4.99,f,q,0.0,0,g,1,f,t,1
3349,v,g,44.17,t,7.375,a,t,0.0,0.0006665,3,u,4.4,t,q,0.0,0,g,1,f,t,1
3350,n,g,34.75,t,5.375,b,t,0.0,0.0015,9,u,4.36,t,r,0.0,134,g,0,t,f,1
3351,v,s,20.5,t,2.5,b,f,40.0,0.001,0,y,3.27,f,c,400000.0,0,p,0,t,f,1
3352,j,s,22.67,t,2.25,b,f,0.0,1.65e-05,0,u,3.51,t,c,0.0,0,g,1,f,f,1
3353,h,g,22.08,t,2.165,b,f,128.0,8.3e-05,0,u,3.2,t,c,1280000.0,0,g,0,f,f,1
3354,v,s,42.83,t,4.58,b,f,0.0,0.0004625,0,u,2.37,f,q,0.0,0,g,0,t,f,1
3355,v,g,18.92,t,1.0,a,t,80.0,0.000925,4,y,4.17,t,c,800000.0,500,p,1,f,t,1
3356,v,g,20.67,t,0.165,a,t,100.0,0.0003,3,u,2.93,f,q,1000000.0,6,g,1,f,t,1
3357,v,g,32.33,t,0.04,a,f,440.0,5.4000000000000005e-05,0,u,4.83,f,cc,4400000.0,11177,g,0,t,f,1
3358,h,g,28.92,t,5.335,b,t,0.0,0.0015,11,u,1.77,f,c,0.0,2283,g,1,f,t,1
3359,v,g,52.83,t,5.5,a,t,0.0,0.0015,14,u,1.87,f,c,0.0,2200,g,0,t,f,1
3360,v,g,20.67,t,2.085,a,t,220.0,0.0001835,5,u,4.75,f,q,2200000.0,2503,g,1,f,t,1
3361,bb,g,36.25,t,2.5,b,t,0.0,0.0005,6,u,3.49,f,c,0.0,367,g,1,f,t,1
3362,h,g,20.33,t,1.0,a,t,50.0,0.001,4,u,2.47,f,c,500000.0,1465,g,0,t,f,1
3363,bb,g,25.75,t,0.25,b,f,349.0,7.5e-05,0,u,4.39,f,c,3490000.0,23,g,1,f,t,1
3364,v,g,28.17,t,0.585,a,t,80.0,3.75e-05,4,u,3.48,f,q,800000.0,0,g,1,f,t,1
3365,v,g,23.92,t,0.165,b,f,100.0,6.65e-05,0,u,3.28,f,c,1000000.0,0,g,1,f,f,1
3366,h,g,56.0,t,8.0,b,f,24.0,0.00125,0,u,2.09,t,k,240000.0,2028,g,1,f,t,1
3367,v,g,20.75,t,0.71,a,t,49.0,0.001025,2,u,4.79,t,q,490000.0,0,g,1,f,t,1
3368,bb,g,30.5,t,4.0,a,t,0.0,0.00065,7,u,4.52,t,c,0.0,3065,g,1,f,t,1
3369,v,g,45.83,t,5.0,a,t,0.0,0.00105,7,u,2.69,t,q,0.0,0,g,1,f,t,1
3370,v,g,39.0,t,3.5,b,t,0.0,0.0005,10,u,3.64,t,cc,0.0,0,g,0,t,f,1
3371,v,g,22.08,t,0.665,b,f,100.0,0.0011,0,u,2.61,f,cc,1000000.0,0,g,0,t,f,1
3372,v,g,28.25,t,4.75,b,t,420.0,0.0005125,2,u,4.08,f,x,4200000.0,7,g,0,t,f,1
3373,h,g,18.83,t,3.0,a,f,240.0,0.0004415,0,y,2.78,f,c,2400000.0,0,p,0,t,f,1
3374,v,g,28.67,t,2.5,a,t,300.0,0.00010400000000000001,5,u,2.96,t,c,3000000.0,1430,g,1,f,t,1
3375,v,g,22.5,t,2.46,a,f,164.0,0.0008460000000000001,0,y,2.34,f,x,1640000.0,0,p,1,f,f,1
3376,h,g,28.5,t,2.54,a,t,70.0,0.000304,1,y,4.43,f,x,700000.0,0,p,1,f,t,1
3377,v,g,19.17,t,1.5,b,f,120.0,0.00095,0,u,2.35,f,W,1200000.0,2206,g,1,f,t,1
3378,v,g,21.5,t,2.5,a,t,80.0,0.0006,3,u,3.0,f,aa,800000.0,918,g,1,f,t,1
3379,o,p,17.5,t,0.0,b,f,450.0,0.0022,0,l,2.94,t,ff,4500000.0,100000,gg,0,f,f,1
3380,v,g,26.67,t,5.25,b,t,211.0,0.000271,1,y,3.98,f,cc,2110000.0,0,p,1,f,t,1
3381,bb,g,34.42,t,3.25,b,t,274.0,0.000425,2,u,1.81,f,i,2740000.0,610,g,1,f,t,1
3382,ff,g,73.42,t,0.0,b,f,0.0,0.001775,0,u,2.16,t,ff,0.0,0,g,0,t,f,1
3383,h,g,23.0,t,0.5,a,t,300.0,0.001175,2,u,2.62,t,x,3000000.0,551,g,0,t,f,1
3384,v,g,23.08,t,1.085,b,t,60.0,0.00025,11,u,4.6,t,c,600000.0,2184,g,0,t,f,1
3385,h,g,19.42,t,1.46,b,t,80.0,0.00065,7,u,2.73,f,W,800000.0,2954,g,1,f,t,1
3386,v,g,23.33,t,0.835,b,f,160.0,0.0011625,0,y,3.12,t,W,1600000.0,300,p,0,t,f,1
3387,h,g,42.17,t,12.75,b,f,92.0,0.000504,0,u,4.03,t,q,920000.0,0,g,0,t,f,1
3388,v,g,21.25,t,1.5,b,f,150.0,0.00015,0,u,3.36,f,W,1500000.0,8,g,1,f,f,1
3389,v,g,34.17,t,0.085,b,f,290.0,0.000525,0,u,3.44,t,W,2900000.0,6,g,1,f,f,1
3390,v,g,47.75,t,7.875,a,t,0.0,0.0008,6,u,4.53,t,c,0.0,1260,g,0,t,f,1
3391,v,g,44.33,t,2.5,a,f,0.0,0.0,0,u,3.2,f,c,0.0,0,g,1,f,t,1
3392,bb,g,39.5,t,6.5,b,t,117.0,0.000425,16,u,3.68,f,c,1170000.0,1210,g,1,f,t,1
3393,v,g,41.17,t,0.5,a,t,145.0,0.00065,3,u,2.62,t,q,1450000.0,0,g,0,t,f,1
3394,h,g,29.92,t,4.335,b,f,260.0,0.0001835,0,u,2.57,f,c,2600000.0,200,g,1,f,t,1
3395,v,g,35.17,t,4.5,b,t,150.0,0.00025,7,u,4.24,f,k,1500000.0,1270,g,0,t,f,1
3396,h,g,19.17,t,0.75,a,t,96.0,0.0008585000000000001,7,u,3.46,f,cc,960000.0,0,g,0,t,f,1
3397,v,g,52.5,t,6.29,b,t,0.0,0.00065,15,u,3.78,f,k,0.0,11202,g,1,f,t,1
3398,v,g,39.92,t,0.04,b,t,200.0,0.000621,1,u,4.06,f,q,2000000.0,300,g,1,f,t,1
3399,v,g,21.33,t,3.0,b,f,0.0,0.00105,0,u,3.67,t,c,0.0,0,g,1,f,t,1
3400,v,g,35.75,t,0.75,a,t,0.0,9.15e-05,4,u,2.1,f,aa,0.0,1583,g,0,t,f,1
3401,z,g,67.75,t,13.0,b,t,0.0,0.00055,1,u,2.94,t,e,0.0,0,g,0,t,f,1
3402,h,g,32.67,t,5.25,b,f,154.0,0.0009,0,y,3.85,t,W,1540000.0,0,p,1,f,t,1
3403,bb,g,49.5,t,7.585,b,t,0.0,0.0007585,15,u,4.14,t,i,0.0,5000,g,0,t,f,1
3404,v,g,21.0,t,1.085,b,t,160.0,0.0003,8,y,2.04,t,d,1600000.0,1,p,1,f,t,1
3405,v,g,28.25,t,0.96,b,t,396.0,8.75e-05,3,u,2.74,t,m,3960000.0,0,g,0,t,f,1
3406,v,g,34.17,t,1.54,b,t,520.0,0.000154,1,u,2.66,t,cc,5200000.0,50000,g,0,t,f,1
3407,h,g,31.92,t,6.04,b,t,311.0,0.000446,3,u,4.47,f,cc,3110000.0,300,g,1,f,t,1
3408,v,g,29.5,t,0.54,a,t,380.0,4.6e-05,4,u,2.91,f,k,3800000.0,500,g,1,f,t,1
3409,v,g,23.17,t,0.085,b,f,0.0,0.0,0,u,3.87,f,cc,0.0,0,g,0,t,f,1
3410,ff,s,18.08,t,10.0,a,f,300.0,3.75e-05,0,l,1.3,t,cc,3000000.0,0,gg,1,f,f,1
3411,h,g,24.75,t,1.835,a,t,0.0,0.0003,19,u,2.46,f,q,0.0,500,g,1,f,t,1
3412,v,g,20.83,t,0.04,a,f,100.0,0.0003,0,u,3.37,f,aa,1000000.0,0,g,1,f,t,1
3413,h,g,28.0,t,4.165,b,t,181.0,0.0002,2,u,4.57,t,k,1810000.0,0,g,0,t,f,1
3414,v,g,20.42,t,2.25,b,t,100.0,0.0001835,1,u,6.15,f,c,1000000.0,150,g,1,f,t,1
3415,h,g,28.67,t,5.665,b,t,381.0,0.0009335000000000001,6,u,2.54,f,q,3810000.0,168,g,1,f,t,1
3416,v,g,21.92,t,0.04,b,t,840.0,5.4000000000000005e-05,1,y,2.4,t,x,8400000.0,59,p,0,t,f,1
3417,h,g,43.25,t,6.0,b,t,80.0,0.0003,11,u,3.77,f,q,800000.0,0,g,0,t,f,1
3418,v,g,20.42,t,1.625,b,t,200.0,0.0007,3,u,4.17,f,c,2000000.0,1391,g,0,t,f,1
3419,h,g,42.0,t,5.125,b,f,400.0,2.05e-05,0,u,2.12,f,i,4000000.0,0,g,0,t,f,1
3420,v,g,23.42,t,1.5,a,t,80.0,7.900000000000001e-05,2,y,2.57,t,q,800000.0,400,p,1,f,t,1
3421,h,g,25.17,t,0.875,a,f,360.0,0.0002875,0,u,4.27,f,x,3600000.0,0,g,0,t,f,1
3422,v,g,37.5,t,1.5,b,f,431.0,0.0001125,0,y,2.02,t,d,4310000.0,0,p,0,f,f,1
3423,v,g,36.75,t,1.5,b,f,232.0,1.25e-05,0,y,3.3,t,c,2320000.0,113,p,0,f,f,1
3424,bb,g,28.25,t,1.5,b,t,144.0,0.000504,8,y,2.27,t,c,1440000.0,7,p,1,f,t,1
3425,h,g,32.75,t,5.5,b,t,0.0,0.00015,3,u,3.78,t,cc,0.0,0,g,0,t,f,1
3426,h,g,17.83,t,1.0,a,t,0.0,0.0011,11,u,2.37,f,x,0.0,3000,g,1,f,t,1
3427,h,g,22.83,t,2.29,a,t,140.0,0.000229,7,u,3.1,t,q,1400000.0,2384,g,0,t,f,1
3428,v,g,13.75,t,1.75,b,t,120.0,0.0004,2,y,3.3,t,W,1200000.0,1000,p,1,f,t,1
3429,h,g,41.0,t,0.125,a,t,455.0,0.000204,23,y,3.61,t,q,4550000.0,1236,p,0,t,f,1
3430,h,g,23.08,t,2.125,b,t,290.0,0.00115,11,u,2.63,t,W,2900000.0,284,g,1,f,t,1
3431,v,s,20.17,t,1.71,b,f,120.0,0.0005625,0,u,3.1,f,W,1200000.0,0,g,1,f,t,1
3432,v,g,50.08,t,2.29,a,t,156.0,0.001254,3,u,3.13,t,aa,1560000.0,0,g,0,t,f,1
3433,h,g,27.0,t,4.25,b,t,312.0,7.5e-05,3,u,4.18,t,c,3120000.0,150,g,0,t,f,1
3434,v,g,38.17,t,2.5,b,t,520.0,0.0010125,6,u,3.48,f,x,5200000.0,196,g,1,f,t,1
3435,v,g,27.0,t,0.375,b,f,260.0,0.00015,0,y,4.86,t,W,2600000.0,1065,p,0,t,f,1
3436,h,g,41.17,t,7.0,b,t,320.0,0.000404,8,u,2.33,f,cc,3200000.0,0,g,1,f,t,1
3437,ff,g,65.17,t,0.0,a,t,0.0,0.0014,11,u,3.78,t,ff,0.0,1400,g,0,t,f,1
3438,v,g,23.25,t,2.375,b,t,0.0,0.00015,3,u,4.54,t,q,0.0,582,g,0,t,f,1
3439,v,g,21.83,t,0.29,b,t,121.0,0.0011,6,u,2.51,f,x,1210000.0,0,g,0,t,f,1
3440,v,g,26.0,t,1.75,b,f,280.0,0.0001,0,u,2.01,t,q,2800000.0,0,g,0,t,f,1
3441,v,g,31.67,t,1.335,b,t,303.0,8.3e-05,8,u,1.48,t,x,3030000.0,3290,g,1,f,t,1
3442,h,g,49.83,t,8.5,a,f,0.0,0.0013585000000000001,0,u,4.32,t,k,0.0,0,g,1,f,t,1
3443,bb,g,47.42,t,6.5,a,t,375.0,0.0008,6,u,3.56,f,e,3750000.0,51100,g,0,t,f,1
3444,bb,g,51.33,t,0.0,b,t,0.0,0.001,11,u,3.43,f,i,0.0,1249,g,0,t,f,1
3445,v,g,18.92,t,0.75,a,t,88.0,0.0009,2,u,3.19,f,aa,880000.0,591,g,0,t,f,1
3446,v,s,28.42,t,0.835,a,f,280.0,0.00035,0,u,3.15,f,W,2800000.0,0,g,1,f,t,1
3447,v,g,56.75,t,1.25,b,t,200.0,0.001225,4,u,4.84,t,m,2000000.0,0,g,1,f,t,1
3448,bb,g,58.42,t,10.0,a,t,0.0,0.0021,13,u,3.51,f,i,0.0,6700,g,0,t,f,1
3449,v,s,48.33,t,16.0,b,f,110.0,0.0012,0,u,2.67,f,m,1100000.0,0,g,1,f,t,1
3450,v,g,33.17,t,0.75,b,t,340.0,0.0001,7,u,4.49,t,x,3400000.0,4071,g,0,t,f,1
3451,v,g,22.42,t,2.585,a,t,129.0,0.0005665000000000001,7,u,3.07,f,q,1290000.0,3257,g,1,f,t,1
3452,v,g,18.83,t,0.085,a,f,100.0,0.0009539999999999999,0,u,3.68,f,aa,1000000.0,0,g,0,t,f,1
3453,v,g,48.58,t,0.25,b,t,380.0,2.05e-05,11,y,4.96,f,k,3800000.0,2732,p,1,f,t,1
3454,h,g,26.75,t,1.25,b,f,0.0,0.0001125,0,u,3.21,f,x,0.0,5298,g,0,t,f,1
3455,h,g,64.08,t,17.5,b,t,0.0,0.002,9,u,4.02,t,x,0.0,1000,g,1,f,t,1
3456,v,g,20.17,t,1.665,b,t,40.0,0.000925,3,u,2.82,t,c,400000.0,28,g,0,t,f,1
3457,v,g,25.67,t,1.21,b,t,140.0,0.00125,67,u,3.98,t,cc,1400000.0,258,g,1,f,t,1
3458,h,g,22.67,t,1.335,b,f,100.0,0.00105,0,u,3.65,f,q,1000000.0,0,g,1,f,t,1
3459,v,g,31.33,t,7.0,b,t,0.0,0.00195,16,u,4.56,f,c,0.0,5000,g,0,t,f,1
3460,v,g,56.42,t,28.5,b,t,0.0,0.0028,40,y,1.92,f,c,0.0,15,p,1,f,t,1
3461,v,g,24.75,t,1.5,a,t,120.0,0.00125,12,u,3.06,t,aa,1200000.0,567,g,1,f,t,1
3462,h,g,24.08,t,1.25,a,t,0.0,5e-05,1,u,2.26,f,q,0.0,678,g,1,f,t,1
3463,v,g,28.33,t,11.0,b,f,70.0,0.0005,0,u,4.27,t,W,700000.0,0,g,0,t,f,1
3464,h,g,26.92,t,5.0,a,t,0.0,0.00135,2,u,4.6,f,q,0.0,5000,g,0,t,f,1
3465,v,g,27.67,t,5.75,b,f,487.0,0.001375,0,u,3.79,t,W,4870000.0,500,g,0,t,f,1
3466,v,g,38.67,t,0.085,b,f,280.0,2.1e-05,0,u,2.1,t,k,2800000.0,0,g,0,t,f,1
3467,v,g,32.17,t,1.085,a,t,120.0,0.000146,16,u,3.94,f,W,1200000.0,2079,g,1,f,t,1
3468,h,g,32.67,t,5.5,b,t,408.0,0.00055,12,u,1.64,t,q,4080000.0,1000,g,1,f,t,1
3469,h,g,48.75,t,12.5,b,t,181.0,0.00085,9,u,2.88,f,c,1810000.0,1655,g,0,t,f,1
3470,v,g,21.0,t,2.25,b,t,80.0,0.000479,1,y,3.93,t,W,800000.0,300,p,0,t,f,1
3471,h,g,48.17,t,15.5,b,t,0.0,0.0007625,12,u,2.43,f,W,0.0,790,g,1,f,t,1
3472,h,g,39.33,t,10.0,b,t,399.0,0.0005875,14,u,3.36,t,cc,3990000.0,0,g,1,f,t,1
3473,v,g,25.08,t,0.25,a,f,370.0,0.000254,0,y,3.48,t,aa,3700000.0,0,p,0,t,f,1
3474,bb,g,23.25,t,0.25,b,f,160.0,0.0004,0,u,3.4,t,c,1600000.0,0,g,1,f,t,1
3475,v,g,30.67,t,2.0,a,t,220.0,0.0012,1,u,2.76,f,c,2200000.0,19,g,1,f,t,1
3476,bb,s,19.17,t,0.0,b,f,500.0,0.0,0,y,3.4,t,m,5000000.0,1,p,1,f,f,1
3477,h,g,36.67,t,9.0,b,f,102.0,0.000325,0,u,4.89,t,q,1020000.0,639,g,1,f,t,1
3478,h,g,23.17,t,0.46,b,t,100.0,0.0011125,1,u,1.41,f,x,1000000.0,0,g,0,t,f,1
3479,h,g,15.83,t,1.5,a,t,100.0,5.85e-05,2,u,3.48,f,c,1000000.0,0,g,0,t,f,1
3480,v,g,16.08,t,1.75,b,t,352.0,7.5e-05,5,u,4.03,t,c,3520000.0,690,g,0,t,f,1
3481,bb,g,47.0,t,5.165,a,t,0.0,0.0013,9,u,2.76,t,i,0.0,0,g,0,t,f,1
3482,bb,s,21.25,t,0.5,a,t,80.0,0.00023349999999999998,4,u,3.13,f,i,800000.0,0,g,1,f,t,1
3483,z,g,65.42,t,20.0,b,t,22.0,0.0011,7,u,3.87,t,e,220000.0,0,g,1,f,t,1
3484,v,g,20.5,t,2.0,b,t,200.0,0.00024150000000000002,11,u,2.44,t,c,2000000.0,3000,g,0,t,f,1
3485,ff,g,55.92,t,5.0,b,t,0.0,0.00115,5,u,4.49,f,ff,0.0,8851,g,1,f,t,1
3486,v,g,34.92,t,0.0,b,f,239.0,0.00025,0,u,3.7,t,W,2390000.0,200,g,1,f,t,1
3487,bb,g,56.58,t,15.0,b,t,0.0,0.00185,17,u,4.46,t,d,0.0,0,g,0,t,f,1
3488,v,g,25.17,t,1.0,b,t,0.0,0.0006,3,u,3.94,f,c,0.0,0,g,1,f,t,1
3489,v,g,25.08,t,1.665,b,t,395.0,0.000171,1,u,2.99,t,x,3950000.0,20,g,0,t,f,1
3490,v,g,57.83,t,14.0,b,t,360.0,0.000704,6,u,2.8,t,m,3600000.0,1332,g,0,t,f,1
3491,h,g,34.92,t,7.5,b,t,0.0,0.0005,6,u,2.63,t,x,0.0,1000,g,0,t,f,1
3492,v,g,33.58,t,4.25,b,t,204.0,0.000275,6,u,4.12,f,m,2040000.0,0,g,0,t,f,1
3493,v,g,22.92,t,0.04,a,f,80.0,0.0011585,0,u,4.08,f,cc,800000.0,1349,g,0,t,f,1
3494,h,g,24.5,t,1.5,a,f,280.0,5e-05,0,u,4.05,f,q,2800000.0,824,g,0,t,f,1
3495,dd,g,20.25,t,0.0,b,f,0.0,0.0009960000000000001,0,u,4.0,f,e,0.0,0,g,1,f,t,1
3496,v,g,18.5,t,1.5,b,t,120.0,0.0002,2,u,2.87,f,i,1200000.0,300,g,1,f,t,1
3497,v,g,25.17,t,0.625,b,t,0.0,0.00035,7,u,3.01,f,cc,0.0,7059,g,1,f,t,1
3498,h,g,44.33,t,5.0,b,f,320.0,5e-05,0,u,3.27,t,i,3200000.0,0,g,1,f,t,1
3499,v,g,18.08,t,0.5,b,f,80.0,0.00055,0,u,3.41,f,k,800000.0,0,g,0,t,f,1
3500,v,g,60.58,t,11.0,a,f,21.0,0.00165,0,u,4.3,t,q,210000.0,10561,g,0,t,f,1
3501,bb,g,41.5,t,3.5,b,f,216.0,0.000154,0,u,2.36,f,i,2160000.0,0,g,1,f,f,1
3502,h,g,25.75,t,0.875,a,f,491.0,5e-05,0,u,4.32,t,c,4910000.0,0,g,0,t,f,1
3503,v,g,29.25,t,5.04,b,t,168.0,0.0014789999999999998,5,u,3.07,t,aa,1680000.0,0,g,0,t,f,1
3504,v,g,36.0,t,2.0,a,t,0.0,0.0001,11,u,1.36,f,c,0.0,456,g,0,t,f,1
3505,v,g,31.67,t,3.0,b,t,250.0,0.0016164999999999999,9,u,2.82,f,d,2500000.0,730,g,0,t,f,1
3506,ff,g,60.08,t,18.0,b,t,0.0,0.00145,15,u,4.05,t,ff,0.0,1000,g,0,t,f,1
3507,v,g,22.33,t,2.0,b,t,80.0,0.0011,1,u,5.81,f,W,800000.0,278,g,1,f,t,1
3508,bb,g,40.0,t,3.5,b,t,0.0,0.00065,1,u,4.32,f,aa,0.0,500,g,1,f,t,1
3509,h,g,35.17,t,1.625,b,t,515.0,0.0025125,1,u,3.71,t,x,5150000.0,500,g,1,f,t,1
3510,bb,g,41.33,t,15.0,b,f,0.0,0.0,0,u,2.03,f,c,0.0,0,g,1,f,t,1
3511,h,g,20.75,t,0.335,a,t,80.0,0.0010335000000000001,1,u,3.67,t,cc,800000.0,50,g,0,t,f,1
3512,v,g,32.08,t,2.5,b,f,360.0,0.0004,0,u,4.55,t,m,3600000.0,0,g,0,t,f,1
3513,h,g,23.92,t,1.875,b,t,200.0,0.00015,6,u,4.12,f,d,2000000.0,327,g,1,f,t,1
3514,v,g,23.25,t,3.17,a,t,120.0,0.0005875,10,u,4.01,f,q,1200000.0,245,g,0,t,f,1
3515,h,g,46.67,t,0.415,a,t,440.0,4.6e-05,11,u,2.77,t,cc,4400000.0,6,g,0,t,f,1
3516,h,g,25.0,t,3.5,a,t,400.0,0.001233,6,u,5.17,f,cc,4000000.0,458,g,1,f,t,1
3517,v,g,25.5,t,0.25,b,t,260.0,3.75e-05,3,u,3.18,f,m,2600000.0,15108,g,1,f,t,1
3518,v,g,23.5,t,8.5,a,t,120.0,0.0009,5,u,3.1,t,q,1200000.0,0,g,0,t,f,1
3519,v,g,34.17,t,4.5,b,t,0.0,0.000917,12,u,2.82,t,c,0.0,221,g,0,t,f,1
3520,v,g,27.83,t,3.75,b,t,100.0,0.000154,5,u,4.95,t,W,1000000.0,3,g,1,f,t,1
3521,v,g,36.75,t,5.0,a,f,0.0,0.0005125,0,u,3.48,t,e,0.0,4000,g,0,t,f,1
3522,bb,s,32.33,t,1.585,b,f,420.0,0.00075,0,u,4.33,t,e,4200000.0,0,g,1,f,t,0
3523,v,g,23.58,f,0.54,b,f,136.0,0.00017900000000000001,0,u,4.37,t,c,1360000.0,1,g,0,f,f,0
3524,v,g,36.42,t,0.585,b,f,240.0,7.5e-05,0,y,3.79,f,d,2400000.0,3,p,1,f,f,0
3525,v,g,18.42,f,0.125,b,f,120.0,0.0010414999999999999,0,y,3.61,f,aa,1200000.0,375,p,0,t,f,0
3526,v,g,24.5,t,0.04,b,f,120.0,0.0013335,0,y,3.68,t,aa,1200000.0,475,p,0,f,f,0
3527,v,g,39.08,f,3.0,a,f,480.0,0.0004,0,u,3.25,f,c,4800000.0,0,g,1,f,f,0
3528,v,s,23.42,t,0.5,b,f,280.0,0.0001,0,u,3.07,t,c,2800000.0,0,g,1,f,f,0
3529,v,g,29.58,f,2.0,b,t,460.0,0.000475,1,u,2.57,t,m,4600000.0,68,g,1,f,f,0
3530,bb,g,27.42,t,0.25,b,f,720.0,0.00125,0,u,1.46,t,aa,7200000.0,0,g,0,f,f,0
3531,v,g,58.58,f,2.415,b,f,320.0,0.000271,0,u,3.57,t,c,3200000.0,0,g,1,f,f,0
3532,v,g,19.5,t,0.79,b,f,80.0,0.0009585,0,u,3.53,f,aa,800000.0,350,g,0,f,f,0
3533,v,s,44.25,f,1.5,b,f,0.0,0.0011,0,y,4.02,f,d,0.0,0,p,0,t,f,0
3534,v,g,33.08,t,0.54,a,f,0.0,0.0001625,0,u,3.89,t,d,0.0,0,g,0,f,f,0
3535,v,s,40.58,f,3.5,b,f,400.0,0.00032900000000000003,0,u,3.82,t,m,4000000.0,0,g,0,f,f,0
3536,v,g,38.25,t,0.125,b,f,160.0,0.0010125,0,y,3.36,f,k,1600000.0,0,p,1,f,f,0
3537,ff,g,16.08,f,0.0,a,t,160.0,3.35e-05,1,u,3.91,f,ff,1600000.0,126,g,1,f,f,0
3538,v,g,26.75,t,0.75,b,f,80.0,0.0002,0,u,1.3,t,d,800000.0,0,g,1,f,f,0
3539,v,g,29.42,f,1.75,b,f,200.0,0.000125,0,u,2.72,f,W,2000000.0,0,g,1,f,f,0
3540,v,g,16.33,t,0.125,a,f,200.0,2.1e-05,0,u,2.98,f,aa,2000000.0,1,g,0,f,f,0
3541,v,g,21.75,f,0.25,a,f,180.0,0.001175,0,u,2.51,t,c,1800000.0,0,g,1,f,f,0
3542,v,g,21.67,t,2.5,b,t,180.0,0.0001165,1,y,2.74,f,k,1800000.0,20,p,1,f,t,0
3543,v,g,23.25,f,0.125,b,t,0.0,0.0012625,2,u,4.67,f,c,0.0,5552,g,0,f,f,0
3544,bb,s,37.17,t,5.0,b,f,280.0,0.0004,0,u,2.19,t,c,2800000.0,0,g,1,f,t,0
3545,v,g,28.5,f,1.0,a,t,167.0,0.0001,2,u,3.79,t,q,1670000.0,500,g,1,f,t,0
3546,z,g,54.83,t,0.0,b,t,152.0,0.00155,20,u,2.45,f,e,1520000.0,130,g,0,t,f,0
3547,ff,g,24.5,f,0.5,a,t,180.0,0.00010400000000000001,3,y,3.98,f,ff,1800000.0,147,p,1,f,t,0
3548,v,g,18.83,t,0.665,b,f,160.0,0.0,0,u,4.55,f,q,1600000.0,1,g,1,f,f,0
3549,bb,g,34.42,f,0.125,b,f,440.0,0.0001335,0,u,2.84,t,i,4400000.0,4500,g,1,f,f,0
3550,v,g,35.0,t,1.0,b,f,210.0,0.00025,0,u,4.41,t,i,2100000.0,0,g,0,f,f,0
3551,v,s,31.08,f,0.04,b,f,160.0,0.00015,0,y,4.58,f,W,1600000.0,0,p,0,f,f,0
